用户名,推荐,游戏时长,评论,政治敏感,评论长度,情感得分
月之玄殇,Recommended,3.3,"
 《霍格沃茨之遗》：更适合《哈利波特》粉丝的魔法世界之旅 因为我不是《哈利波特》的粉丝，本作完全是抛开粉丝滤镜来玩，个人认为本作是一款成功的粉丝向游戏，但不一定适合路人玩家。  游戏的故事发生在1900年的霍格沃茨（《哈利波特》故事正传的100年前），玩家将扮演一名拥有使用古代魔法能力且刚入学就是五级生的特等生（什么龙傲天！），探索魔法世界并逐步揭开一系列神秘事件的真相。　欢迎关注 网易UU鉴赏家培养计划　关注UU加速器VX公众号，回复“steam”，获得专属玩家群邀请。　 极度还原原著的魔法世界 《哈利波特》IP改编的游戏这些年也出了好多部了，但《霍格沃茨之遗》做出了至今为止最还原、最精致的《 哈利波特 》魔法世界。从开头接送学生的火车，基本和电影一样的学院，哈迷的情绪一下子就会被调动起来，除了高度还原的场景，游戏的细节也足以让哈迷心满意足，例如学院里时不时会动一下的画像和在你路过时鞠躬的铠甲，会吐槽学生魔法水平的石像鬼，这些细节可能对于路人玩家来说平平无奇，但对于向往“魔法世界”的哈迷而言可以说诚意满满。 易于上手但毫无深度的游戏系统 作为一款IP改编游戏，非常明白制作组为了能让不擅长玩游戏的哈迷游玩做了一套“游戏小白”也能轻松上手的系统，但成也萧何，败也萧何，这套系统的游戏性真不咋样。首先地图设计跟探索玩法就是标准的罐头式开放世界地图，地图上充斥着密密麻麻的各种图标，这种罐头式开放世界在7,8年前还习以为常，现在玩起来就过于无聊，乏味了。特别是梅林的试炼，关卡设计就那几个套路，过于重复，不完成梅林试炼又无法解锁背包格子，强迫玩家打这些通马桶的无趣试炼。战斗系统也过于单调乏味，玩家可以使用平A、盾反、翻滚闪避、魔法破盾，控制魔法、输出魔法等。敌人带有黄圈锁定的攻击可以盾反，红圈攻击只能翻滚闪避，敌人的护盾需要用对应颜色种类的护甲破盾，例如敌人使用红色的护盾需要用红色的魔法破盾，黄色的护盾用黄色的魔法破盾。技能搭配上，虽然可以携带至多16个魔法，但大部分魔法功能过于重复，基本只会挑几个强力的魔法复读使用。这套战斗系统在玩家刚开始接触可能还有些许新鲜感，但中期开始无论打什么敌人都是重复这一套操作模式，敌人的AI水平也不高，完全感觉不到跟敌人的战斗交互，玩久了真的乏味。再来是装备系统，装备系统上也毫无深度，面板属性过于简单，提升基本都是简单粗暴的数值提升，特质词条的可搭配性也不高，无法像其他RPG那样进行BD构筑。家园跟宠物系统倒是挺有意思的，游戏中期将会解锁家园系统，在自己的房子里可以种植魔法植被、鉴定装备、制作魔药、强化装备，培养宠物。还有100多种风格迥异的装饰可以让玩家打造出自己理想的房子。宠物则是有最多13种魔法世界的奇幻生物可供玩家驯服，有的可以用袋子直接收服，有的需要打败后才能驯服，宠物驯服后玩家可在家园的宠物园里培育 。此外宠物还可以让玩家骑乘，部分宠物骑乘起来真的拉风无比。结语  《霍格沃茨之遗》是当前最好的《哈利波特》IP游戏，如果你是一名哈迷，这款游戏绝对是你不容错过的佳作。但抛开粉丝滤镜，在我眼里他只是一款普通的“罐头”游戏，公式化的开放世界玩法，毫无深度的游戏系统，过于乏味的支线通马桶任务，游玩体验并不算好。 个人评分：7.8分（另外这款游戏过于ZZZQ，大部分角色的容貌真的不敢恭维）  
",1,1383,1.0
黑化家族丶Mr.金,Not Recommended,4.1,"
					3050 +DLSS都卡卡的 带不动",0,24,0.28452672331332896
Sreen,Recommended,45.3,"
					哈迷已经感动哭了。阿兹卡班养成器。",0,23,0.9456890490668268
达尔塔,Recommended,64.9,"
					这游戏真垃圾，i9 14700K，4090，64G的电脑，进游戏连着色器都看不见，连闪退都没有就没了，游戏都进不去还打个毛，之前还能进游戏看看配置，现在连着色器都见不到，什么垃圾玩意，真是够恶心我进去了，把-DX11删掉就行了，我真是，之前不用dx11进不去游戏，现在要删了才行，真是无语",0,150,1.4838676110073834e-07
Breaddddd,Not Recommended,39.1,"
					这游戏都不知道从哪开始喷，那么大的开放世界啥也没有，堆满了罐头支线和各种低级脑瘫解密，明明动作系统做的还有点意思，但全是换皮怪，boss不是巨兽换皮就是骑士换皮，甚至连主线boss都各种换，一堆没脑子的考眼力解密充时长，想学别的开放世界放慢节奏，大部分支线又没啥营养，动不动还安排个死尼格跟着老子操着非洲口音恶心死了，优化还烂，不骨折不是哈利波特铁粉的不要入",0,185,0.8672119700465892
MacieJay,Recommended,38.2,"
					作为不是哈批的少部分人入手了这款游戏，越玩越上头除了早期的技术问题16g内存无法长时间运行{已经为了这个游戏购入了499的内存}之外可以称得上是精品罐头了.",0,84,0.999953414737362
邪王真眼は最强,Recommended,22.4,"
					只能说哈迷可以玩，作为哈迷来说，想真正探索书中描绘的霍格沃兹，这个游戏也是唯一能选的了，起码比冈易的那个卡牌好多了。还有，我不喜欢这里的游戏剧情，对于哈迷来说，我们只想真正探索霍格沃兹，了解魔法世界，而不是来制造多余的剧情。",0,118,0.9999999985730637
沛,Recommended,39.6,"
					战斗简单，中期解密太重复，剧情太短。总体值得一玩，但远不完美。",0,37,0.9896173971005549
QIANCHEN,Not Recommended,61.5,"
					纯粉丝向游戏，游戏玩法还行，法术不够华丽，剧情一般，而且参杂同性恋和变性人等少量LGBT元素（不介意的可以入手），玩到一半感觉这游戏玩下去动力不足，但又弃之可惜。",1,87,0.9999337667992815
NEo,Not Recommended,17.0,"
					飞行开太早了，以至于没有跑图的欲望了不想玩了",0,28,0.8874324701109744
Choco,Recommended,8.9,"
					好美的霍格沃兹城堡！拉文克劳休息室真优雅！剧情进行了一半，准备继续看风景。",0,43,0.999150628839928
冻瓜先森,Recommended,17.7,"
					任务很无聊，魔法很好玩，城堡很好看，优化是一托，剧情很简单，支线很马桶，人物太正确了，能玩，纯粉丝向的能不好玩，就是魔法能不能多出点，太少了，想全收集都不知道什么时候才能找完，找月亮这玩意能不能删了......",0,111,0.9991439541043445
许你浮生若梦,Recommended,34.5,"
					好玩",0,8,0.7894736842105263
你干嘛 诶哟,Not Recommended,7.8,"
					优化太差了",0,11,0.12057101373388535
Mar1sa,Recommended,23.1,"
					流水线游戏，很多收集重复度又高又难找，但最大的问题也是最恶心的问题就是着色器，每进一次就要重新加载一次，少说要用两三分钟，梅林试炼也是重复的很厉害。以上是缺点。主线有些短，但剧情是合格水平，魔咒做的挺好玩的，可以连招，搓出来各种各样的招式；解密是有设计过的，大多数解密第一次玩的时候会觉得很好玩；地图设计比较用心，画质也不错，霍格沃兹的细节很足，是哈利波特系列粉丝的肯定会体验良好（看书页也能了解不少原作设定）；扫帚飞行和宠物的体验设计的感觉有些重复（可能是我还没玩到其他玩法？），有求必应屋的种植和养动物有点无聊，也就是个产出游戏道具的作用。",0,278,0.9999999999935496
Aku,Not Recommended,62.9,"
					舔图玩家不友好：如果你是一个舔图玩家，一个图要全收集才会去下一个地方，那么这个游戏你会非常难受，三级开锁需要全地图收集30个月亮才能解锁，所以你需要在前期就要去看攻略找月亮。满地图垃圾宝箱：当你获得了三级开锁后，进了你曾经进不去的地方，你会发现里面就一两个宝箱，一般来说是一个装饰品+几十块钱。而副本和大世界里面，满地图都是几十块钱的箱子，常常你饶了很大一圈，解密进去后，就几十块钱或者是辣鸡装备，获得感真的很低。奖励基本没有：除了上面说的辣鸡宝箱，还有各种试练和大地图事件或者支线，基本属于没有奖励，除了要做全成就，我不知道还有什么动力去做那些给一件衣服的支线，还有哪些没有任何奖励的天文任务，满地图试练也只是增加背包容量，望着满地图的辣鸡宝箱和任务，只觉得头疼...战斗肤浅单调：魔法很早就能全获得，然后多打几波怪就会觉得真的很无聊，基本没有动作系统，整个流程就是甩技能，拉开距离继续甩魔法，魔法的连携也就那么几个，一整个枯燥，我要通过枯燥的战斗系统，去获得一些辣鸡奖励，完全就是一种折磨。剧情就不讨论了，很直白个人没啥看法，只是作为一个游戏，对我来说，就是不好玩，还差两个主线就通过了，但是实在是玩不下去了，只能说一句，舔图党慎入。",0,525,0.9999996241142003
木旖檹,Recommended,15.2,"
					好评给到霍格沃兹。但是游戏缺点也很多：任务做的很无聊，纯粹是为了奖励才去做的任务并且主线任务有一大堆支线任务当前置很影响体验感。 其次是收集系统，重复度很高，解密做的也很一般，有种选修是选择必须修的感觉。",0,108,0.9775528583948391
Backingplate,Recommended,29.0,"
					游戏注重情节，算是比较还原Harry电影，各种咒语都是蛮赏心悦目的。",0,40,0.9985104355745822
苏相辙,Recommended,24.1,"
					算比较有新意的罐头。飞天扫帚这玩意在在开放世界里出现老实说还是太变态了。场景的利用率也有问题，古灵阁和阿兹卡班居然只能去一次。剧情勉强合格，许多地方悬念吊起来了，结果后面结束的有点烂。就是塞巴斯蒂安线，他最后阿瓦达索命叔叔也太畜生了。对粉丝来说还好，对游戏性要求高的人来说不是很行。 
",0,149,0.11930378780952444
1258159629,Recommended,71.1,"
					中上品质，室外优化有点差，有时候卡掉了，别的还可以",0,31,0.06265800875408911
吃我一锤,Not Recommended,10.7,"
					本来奔着哈利波特来的，霍格沃兹虽然是那个霍格沃兹，但物是人非，18世纪欧洲贵族魔法学校哪里来的那么多黑人，到处都是黑人和丑的要命的女学生在那里聊天，黑人不该呆在种植园里面吗？还有什么跨性别的人过来恶心下正常玩家，为了他吗政治正确真的把这么好的场景建模毁了，这些建筑内部还原的还不错啊，真的可惜啊。npc感觉毫无灵魂，说话像智障一样，都不想跟他交流，多看一个字的文本都不愿意，好像他们说什么跟我没啥关系一样，因为代入感太差了。剧情也巨无聊，找什么古代魔法，找了半天变强了找个靶子都找不到，路上行人都不让杀我学黑魔法干嘛？我还想当伏地魔，你喊我跑来学你的白左虚伪三观吗？玩法本来可以做好的，但是好像钱没花在玩法上，给玩家端上来一盘史",1,320,0.9964220719972937
986574420,Recommended,37.1,"
					好玩，价格也好",0,13,0.8832935725217925
钢铁雨,Not Recommended,43.0,"
					该死的政治正确！毫无意义的解密太多了",1,24,0.7674286566845522
凤梨罐头,Not Recommended,21.6,"
					非常典型的“只可远观而不可亵玩”的游戏。它就像一个用虚幻引擎做出来的霍格沃茨学校建模Demo，如果你把它当成一个模型，一个死的场景来看，它是很华丽很精美的，但如果作为一个游戏来玩，它缺少沉浸感，缺少身在其中的体验，并不能称得上是一个在各方面都合格的游戏。整个学校尽管充斥着各式各样的NPC，大大小小的活动和任务，却依旧显得死气沉沉。换句话说，制作组的功力不够，没有让这个游戏活过来。魔法学校的生态没有做好，所有系统都在独立运转，没有相互形成交集，共同构建成一个浑然一体的魔法世界，导致游戏内的各项系统彼此之间非常割裂，没有围绕一个核心的玩法来设计。所有系统都是浅尝辄止，缺乏深度的挖掘，你不能说它没有，但它又仅限于有，却远远没有发掘出本能够发挥的潜力。一个游戏，尤其是单机游戏，它的核心内容是体验和互动。在这两点上一旦失败了，那么其他的部分无论怎么样，终究不能够影响其作为一部游戏的评价。",1,400,1.0
1017275370,Recommended,90.9,"
					还可以，画面场景不错，战斗系统比较简单——来自小黑盒用户0.999...=1的评价",0,47,0.9371402159885724
三更月下打牌人,Recommended,58.2,"
					粉丝必买，包不后悔。对哈利波特感兴趣的玩家可以等打折，喜欢体验惊心动魄的剧情、设计精巧的关卡，挑战难打的boss的，千万别买。这霍格沃茨城堡建得无敌了我只能说，魁地奇教学任务飞了一圈，真的巨激动，感觉自己钻进了电影里，真的来到了魔法世界。那些小探索小收集的任务也很有意思，梅林的小游戏也是不错的小甜点。这个游戏最好玩的地方就是，它可以让你体验一下会魔法是什么感觉，对于一个从小就看着哈利波特长大的人来说，真的太爽了。战斗非常简单，设计得还挺好玩的，把哈利波特里面的咒语搞成这一套东西真的不容易。不过我特别想吐槽，这个咒语组坑位就不能多搞几套么？战斗四套绝对够用，但是能不能分一点什么有求必应屋专用、神奇动物专用栏位之类的，在对应的场景里出现。我又不会在战斗中放个四分五裂，然后变个顺毛小刷子作为连招，这些不可能混在一起用的咒语可以单开一些栏位出来。剧情设计是最不行的，主线实在是不怎么吸引人，就是没有那种“特别想知道后面发生了什么事”的感觉，不是很有动力玩下去。基本上所有人物都没有什么活人感，每个角色的性格基本上用一两个词就能形容出来。明明他们经历各不相同，都有自己的故事，却并不鲜活，没有什么个性。尤其是主角，优秀这个词足以概括，像个完美的AI，就连偶尔的俏皮话都很公式。大部分任务和地牢什么的设计得也比较无聊。总之这游戏一开始惊喜连连，猛玩20小时之后，进入这个魔法世界的兴奋感就被消磨得差不多了，取而代之的是对不得不完成无聊任务的疲劳感，但是好在能探索、收集的东西实在是非常非常多，所以可以支撑人玩下去。等我把主线打完再来修改评价。",0,676,1.0
313396033,Recommended,67.8,"
					好玩",0,8,0.7894736842105263
omeprazole,Recommended,71.7,"
					哈迷狂喜，霍格沃兹的地图真的做的很棒，光是在城堡里面走就已经很开心了，对魔法世界的还原也是超级棒的。但主线剧情比较老套，重复游戏的内容也不少，总体来说还是值得哈迷一玩的",0,90,0.9999999978801806
2624281337,Recommended,87.2,"
					霍格沃兹的爱好者肯定喜欢玩这个游戏",0,23,0.8937211842017002
